
[*] sel
Retângulo de seleção: x = 5.000000, y = 5.000000, h = 171.533333, w = 581.633333, stroke = red
Selecionado: Retângulo id 846, x = 751.600000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 847, x = 758.300000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 848, x = 765.000000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 849, x = 771.700000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 850, x = 778.400000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 851, x = 738.200000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 852, x = 765.000000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 853, x = 738.200000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 854, x = 771.700000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 855, x = 738.200000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 856, x = 778.400000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 857, x = 738.200000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 858, x = 785.100000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 859, x = 801.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 860, x = 808.000000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 861, x = 814.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 862, x = 821.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 863, x = 828.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 864, x = 834.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 865, x = 794.600000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 866, x = 841.500000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 867, x = 794.600000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 868, x = 841.500000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 869, x = 794.600000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 870, x = 841.500000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 871, x = 794.600000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 872, x = 801.300000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 873, x = 808.000000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 874, x = 814.700000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 875, x = 821.400000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 876, x = 828.100000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 877, x = 834.800000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 878, x = 841.500000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 879, x = 794.600000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 880, x = 841.500000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 881, x = 794.600000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 882, x = 841.500000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 883, x = 794.600000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 884, x = 841.500000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 885, x = 857.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 886, x = 864.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 887, x = 871.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 888, x = 877.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 889, x = 884.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 890, x = 891.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 891, x = 897.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 892, x = 851.000000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 893, x = 851.000000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 894, x = 857.700000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 895, x = 864.400000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 896, x = 871.100000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 897, x = 877.800000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 898, x = 884.500000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 899, x = 891.200000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 900, x = 897.900000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 901, x = 897.900000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 902, x = 897.900000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 903, x = 851.000000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 904, x = 857.700000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 905, x = 864.400000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 906, x = 871.100000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 907, x = 877.800000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 908, x = 884.500000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 909, x = 891.200000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 910, x = 907.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 911, x = 914.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 912, x = 920.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 913, x = 927.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 914, x = 934.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 915, x = 940.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 916, x = 947.600000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 917, x = 954.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 918, x = 907.400000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 919, x = 927.500000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 920, x = 934.200000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 921, x = 954.300000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 922, x = 927.500000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 923, x = 934.200000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 924, x = 927.500000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 925, x = 934.200000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 926, x = 927.500000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 927, x = 934.200000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 928, x = 927.500000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 929, x = 934.200000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 930, x = 907.400000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 931, x = 927.500000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 932, x = 934.200000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 933, x = 954.300000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 934, x = 907.400000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 935, x = 914.100000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 936, x = 920.800000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 937, x = 927.500000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 938, x = 934.200000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 939, x = 940.900000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 940, x = 947.600000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 941, x = 954.300000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 942, x = 963.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 943, x = 970.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 944, x = 963.800000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 945, x = 970.500000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 946, x = 963.800000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 947, x = 970.500000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 948, x = 963.800000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 949, x = 970.500000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 950, x = 963.800000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 951, x = 970.500000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 952, x = 963.800000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 953, x = 970.500000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 954, x = 1010.700000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 955, x = 963.800000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 956, x = 970.500000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 957, x = 1004.000000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 958, x = 1010.700000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 959, x = 963.800000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 960, x = 970.500000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 961, x = 977.200000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 962, x = 983.900000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 963, x = 990.600000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 964, x = 997.300000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 965, x = 1004.000000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 966, x = 1010.700000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 967, x = 1020.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 968, x = 1026.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 969, x = 1033.600000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 970, x = 1040.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 971, x = 1047.000000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 972, x = 1053.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 973, x = 1060.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 974, x = 1067.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 975, x = 1020.200000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 976, x = 1067.100000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 977, x = 1020.200000, y = 74.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 978, x = 1020.200000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 979, x = 1026.900000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 980, x = 1033.600000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 981, x = 1040.300000, y = 81.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 982, x = 1020.200000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 983, x = 1026.900000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 984, x = 1033.600000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 985, x = 1040.300000, y = 88.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 986, x = 1020.200000, y = 95.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 987, x = 1020.200000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 988, x = 1067.100000, y = 102.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 989, x = 1020.200000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 990, x = 1026.900000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 991, x = 1033.600000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 992, x = 1040.300000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 993, x = 1047.000000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 994, x = 1053.700000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 995, x = 1060.400000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 996, x = 1067.100000, y = 109.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 997, x = 1076.600000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 998, x = 1083.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 999, x = 1090.000000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1000, x = 1096.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1001, x = 1103.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1002, x = 1110.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1003, x = 1116.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1004, x = 1123.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1005, x = 1076.600000, y = 68.000000, height = 6.000000, width = 6.000000
